Symbol	RAPdb	MSU	path
OsSAMDC	Os04g0498600	LOC_Os04g42095|LOC_Os04g42090	data/Gene/Abstract/OS/S/OsSAMDC
OsSAMS1	Os05g0135700	LOC_Os05g04510	data/Gene/Abstract/OS/S/OsSAMS1
OsSAP	None	LOC_Os09g01000	data/Gene/Abstract/OS/S/OsSAP
OsSAP1|OsPAP26	Os06g0643900	LOC_Os06g43640	data/Gene/Abstract/OS/S/OsSAP1
OsSAP16	Os07g0569700	LOC_Os07g38240	data/Gene/Abstract/OS/S/OsSAP16
OsSAPK8|SAPK8	Os03g0764800	LOC_Os03g55600	data/Gene/Abstract/S/SAPK8
OsSar1a	Os01g0338000	LOC_Os01g23620	data/Gene/Abstract/OS/S/OsSar1a
OsSar1b	Os12g0560300	LOC_Os12g37360	data/Gene/Abstract/OS/S/OsSar1b
OsSar1c	Os01g0254000	LOC_Os01g15010	data/Gene/Abstract/OS/S/OsSar1c
OsSar1d	Os06g0225000	LOC_Os06g12090	data/Gene/Abstract/OS/S/OsSar1d
OsSARD1	Os08g0360300	LOC_Os08g27170	data/Gene/Abstract/OS/S/OsSARD1
OsSAUR45	Os09g0546100	LOC_Os09g37400	data/Gene/Abstract/OS/S/OsSAUR45
Ossbf1	Os01g0645200	LOC_Os01g45750	data/Gene/Abstract/OS/S/Ossbf1
OsSBP	Os01g0916400	LOC_Os01g68770	data/Gene/Abstract/OS/S/OsSBP
OsSCAMP1	Os07g0564600	LOC_Os07g37740	data/Gene/Abstract/OS/S/OsSCAMP1
OsSCAR2	Os03g0298700	LOC_Os03g18710	data/Gene/Abstract/OS/S/OsSCAR2
OsSCL6-IIa	Os02g0663100	LOC_Os02g44370	data/Gene/Abstract/OS/S/OsSCL6-IIa
OsSCL6-IIb	Os02g0662700	LOC_Os02g44360	data/Gene/Abstract/OS/S/OsSCL6-IIb
OsSCL6-IIc	Os04g0555000	LOC_Os04g46860	data/Gene/Abstract/OS/S/OsSCL6-IIc
OsSCP46	Os10g0101200	LOC_Os10g01134	data/Gene/Abstract/OS/S/OsSCP46
OsSCR	Os12g0122000	LOC_Os12g02870	data/Gene/Abstract/OS/S/OsSCR
OsSDF2-1	Os08g0278900	LOC_Os08g17680	data/Gene/Abstract/S/SDF2-1
OsSDF2-2	Os08g0440500	LOC_Os08g34190	data/Gene/Abstract/S/SDF2-2
OsSDIR1	Os03g0272300	LOC_Os03g16570	data/Gene/Abstract/OS/S/OsSDIR1
OsSDR	Os07g0685800	LOC_Os07g48640	data/Gene/Abstract/OS/S/OsSDR
OsSec18	Os05g0519400	LOC_Os05g44310	data/Gene/Abstract/OS/S/OsSec18
OsSEC24	Os02g0809500	LOC_Os02g56500	data/Gene/Abstract/OS/S/OsSEC24
OsSEC3A	Os03g0625700	LOC_Os03g42750	data/Gene/Abstract/OS/S/OsSEC3A
OsSEC3B	Os11g0276000	LOC_Os11g17600	data/Gene/Abstract/OS/S/OsSEC3B
OsSEND-1|OsSEND1	Os08g0101600	LOC_Os08g01130	data/Gene/Abstract/OS/S/OsSEND-1
OsSERK2	Os04g0457800	LOC_Os04g38480	data/Gene/Abstract/OS/S/OsSERK2
OsSERK3	Os06g0225300	LOC_Os06g12120	data/Gene/Abstract/OS/S/OsSERK3
OsSERK4|TMS10	Os02g0283800	LOC_Os02g18320	data/Gene/Abstract/OS/S/OsSERK4
OsSET22|SDG728|OsSUVH8	Os05g0490700	LOC_Os05g41172	data/Gene/Abstract/S/SDG728~OsSET22
OsSFR6	Os10g0498700	LOC_Os10g35560	data/Gene/Abstract/OS/S/OsSFR6
OsSGL	Os02g0134200	LOC_Os02g04130	data/Gene/Abstract/OS/S/OsSGL
OsSGO1	Os02g0799100	LOC_Os02g55570	data/Gene/Abstract/OS/S/OsSGO1
OsSGRL	Os04g0692600	LOC_Os04g59610	data/Gene/Abstract/S/SGRL
OsSGS3	Os12g0197500	LOC_Os12g09580	data/Gene/Abstract/OS/S/OsSGS3
OsSGT1	Os01g0624500	LOC_Os01g43540	data/Gene/Abstract/OS/S/OsSGT1-he
OsSGT1	Os09g0518200	LOC_Os09g34250	data/Gene/Abstract/OS/S/OsSGT1
OsSh1	Os03g0650000	LOC_Os03g44710	data/Gene/Abstract/OS/S/OsSh1
OsSHM1|OsSHMT1	Os03g0738400	LOC_Os03g52840	data/Gene/Abstract/OS/S/OsSHM1
OsSHR1	Os07g0586900	LOC_Os07g39820	data/Gene/Body/S/SHR1
OsSHR2	Os03g0433200	LOC_Os03g31880	data/Gene/Abstract/OS/S/OsSHR2
OsSIDP366	Os06g0693700	LOC_Os06g47860	data/Gene/Abstract/OS/S/OsSIDP366
OsSIG1	Os08g0163400	LOC_Os08g06630	data/Gene/Abstract/OS/S/OsSIG1
OsSIG2A	Os11g0448400	LOC_Os11g26160	data/Gene/Abstract/OS/S/OsSIG2A
OsSIG5	Os05g0586600	LOC_Os05g50930	data/Gene/Abstract/OS/S/OsSIG5
OsSIG6	Os08g0242800	LOC_Os08g14450	data/Gene/Abstract/OS/S/OsSIG6
OsSIK1|OsERL	Os06g0130100	LOC_Os06g03970	data/Gene/Abstract/OS/S/OsSIK1
OsSIK2	Os07g0186200	LOC_Os07g08860	data/Gene/Abstract/OS/S/OsSIK2
OsSIN	Os03g0346150|Os03g0346200	LOC_Os03g22510	data/Gene/Abstract/OS/S/OsSIN
OsSIPP2C1|OsPP2C68|OsPP108	Os09g0325700	LOC_Os09g15670	data/Gene/Abstract/OS/S/OsSIPP2C1~OsPP2C68
OsSIRK1	Os09g0356000	LOC_Os09g19140	data/Gene/Abstract/OS/S/OsSIRK1
OsSIRP1	Os05g0488800	LOC_Os05g40980	data/Gene/Abstract/OS/S/OsSIRP1
OsSIRP2	Os03g0798200	LOC_Os03g58390	data/Gene/Abstract/OS/S/OsSIRP2
OsSIZ1	Os05g0125000	LOC_Os05g03430	data/Gene/Abstract/OS/S/OsSIZ1
OsSIZ2	Os03g0719100	LOC_Os03g50980	data/Gene/Abstract/OS/S/OsSIZ2
OsSK1	Os02g0749300	LOC_Os02g51410	data/Gene/Abstract/OS/S/OsSK1
OsSK2	Os06g0225800	LOC_Os06g12150	data/Gene/Abstract/OS/S/OsSK2
OsSK3	Os04g0640600	LOC_Os04g54800	data/Gene/Abstract/OS/S/OsSK3
OsSK4|OsSKL1	Os01g0102600	LOC_Os01g01302	data/Gene/Body/OS/S/OsSK4~OsSKL1
OsSKD1	Os01g0141100	LOC_Os01g04814	data/Gene/Abstract/OS/S/OsSKD1
OsSKIPa	Os02g0759800	LOC_Os02g52250	data/Gene/Abstract/OS/S/OsSKIPa
OsSKOR	Os04g0445000	LOC_Os04g36740	data/Gene/Abstract/OS/S/OsSKOR
OsSL	Os12g0268000	LOC_Os12g16720	data/Gene/Abstract/OS/S/OsSL
OsSLRL1	Os01g0646300	LOC_Os01g45860	data/Gene/Abstract/S/SLRL1
OsSLRL2	Os05g0574900	LOC_Os05g49930	data/Gene/Abstract/OS/S/OsSLRL2
OsSMCP1	Os07g0108400	LOC_Os07g01770	data/Gene/Abstract/OS/S/OsSMCP1
Ossmt1-1	Os07g0206700	LOC_Os07g10600	data/Gene/Body/OS/S/Ossmt1-1
OsSMT1-2	Os03g0807600	LOC_Os03g59290	data/Gene/Abstract/OS/S/OsSMT1-2
Ossmt2-1	Os03g0136200	LOC_Os03g04340	data/Gene/Body/OS/S/Ossmt2-1
OsSNAP32	Os02g0437200	LOC_Os02g24080	data/Gene/Abstract/OS/S/OsSNAP32
OsSNAT1	Os05g0481000	LOC_Os05g40260	data/Gene/Abstract/OS/S/OsSNAT1
OsSNAT2	Os08g0102000	LOC_Os08g01170	data/Gene/Abstract/OS/S/OsSNAT2
OsSND2	Os05g0563000	LOC_Os05g48850	data/Gene/Abstract/OS/S/OsSND2
OsSNDP1	Os10g0122600	LOC_Os10g03400	data/Gene/Abstract/OS/S/OsSNDP1
OsSNF7	Os06g0608500	LOC_Os06g40620	data/Gene/Abstract/OS/S/OsSNF7
OsSnm1	Os04g0401800	LOC_Os04g32930	data/Gene/Abstract/OS/S/OsSnm1
OsSOS2	Os06g0606000	LOC_Os06g40370	data/Gene/Abstract/OS/S/OsSOS2
OsSOT1|STV11	Os11g0505300	LOC_Os11g30910	data/Gene/Abstract/OS/S/OsSOT1~STV11
OsSP1	Os02g0665300	LOC_Os02g44590	data/Gene/Body/OS/S/OsSP1
OsSPDS1	Os07g0408700	LOC_Os07g22600	data/Gene/Abstract/OS/S/OsSPDS1
OsSPDS2|OsSPMS1	Os06g0528600	LOC_Os06g33710	data/Gene/Abstract/OS/S/OsSPDS2
OsSPL	Os05g0501800	LOC_Os05g42240	data/Gene/Abstract/OS/S/OsSPL
OsSPL1	Os01g0100900	LOC_Os01g01080	data/Gene/Abstract/OS/S/OsSPL1
OsSPL13	Os07g0505200	LOC_Os07g32170	data/Gene/Abstract/OS/S/OsSPL13
OsSPL14|IPA1|WFP	Os08g0509600	LOC_Os08g39890	data/Gene/Abstract/OS/S/OsSPL14~IPA1~WFP
OsSPL7	Os04g0551500	LOC_Os04g46580	data/Gene/Abstract/OS/S/OsSPL7
OsSPL9	Os05g0408200	LOC_Os05g33810	data/Gene/Abstract/OS/S/OsSPL9
OsSPO11-1|OsTOP6A1	Os03g0752200	LOC_Os03g54091	data/Gene/Abstract/OS/T/OsTOP6A1
OsSpo11-4|OsSPO11D	Os12g0622500	LOC_Os12g42760	data/Gene/Abstract/OS/S/OsSpo11-4~OsSPO11D
OsSpo11-5	Os11g0545300	LOC_Os11g34270	data/Gene/Abstract/OS/S/OsSpo11-5
OsSPP	Os01g0376700	LOC_Os01g27880	data/Gene/Abstract/OS/S/OsSPP
OsSPP1	Os02g0117400	LOC_Os02g02530	data/Gene/Abstract/OS/S/OsSPP1
OsSPP2	Os05g0436400	LOC_Os05g36070	data/Gene/Abstract/OS/S/OsSPP2
Osspr1	Os01g0898300	LOC_Os01g67290	data/Gene/Abstract/OS/S/Osspr1
OsSPS11	Os11g0236100	LOC_Os11g12810	data/Gene/Abstract/OS/S/OsSPS11
OsSPS2	Os05g0582300	LOC_Os05g50550	data/Gene/Abstract/OS/S/OsSPS2
Osspt16	Os04g0321600	LOC_Os04g25550	data/Gene/Abstract/S/SPT16
OsSPX-MFS1|OsPSS1	Os04g0573000	LOC_Os04g48390	data/Gene/Abstract/OS/S/OsSPX-MFS1~OsPSS1
OsSPX-MFS2	Os02g0678200	LOC_Os02g45520	data/Gene/Abstract/OS/S/OsSPX-MFS2
OsSPX-MFS3|OsPSS3	Os06g0129400	LOC_Os06g03860	data/Gene/Abstract/OS/S/OsSPX-MFS3~OsPSS3
OsSPX-MFS4|OSPSS4	Os09g0521800	LOC_Os09g34990	data/Gene/Abstract/OS/S/OsSPX-MFS4~OSPSS4
OsSPX1	Os06g0603600	LOC_Os06g40120	data/Gene/Abstract/OS/S/OsSPX1
OsSPX2	Os02g0202200	LOC_Os02g10780	data/Gene/Abstract/OS/S/OsSPX2
OsSPX3	Os10g0392600	LOC_Os10g25310	data/Gene/Abstract/OS/S/OsSPX3
OsSPX4	Os03g0827500	LOC_Os03g61200	data/Gene/Abstract/OS/S/OsSPX4
OsSPX5	Os03g0406100	LOC_Os03g29250	data/Gene/Abstract/OS/S/OsSPX5
OsSPX6	None	LOC_Os07g42330	data/Gene/Abstract/OS/S/OsSPX6
OsSPY	Os08g0559300	LOC_Os08g44510	data/Gene/Abstract/OS/S/OsSPY
OsSQD2|OsSQD2.2	Os01g0142300	LOC_Os01g04920	data/Gene/Abstract/OS/S/OsSQD2
OsSRFP1	Os03g0348900	LOC_Os03g22680	data/Gene/Abstract/OS/S/OsSRFP1
OsSRK	Os02g0194400	LOC_Os02g10100	data/Gene/Abstract/OS/S/OsSRK
OsSRO1a|TWI1	Os10g0577800	LOC_Os10g42710	data/Gene/Abstract/OS/S/OsSRO1a
OsSRO1c	Os03g0230300	LOC_Os03g12820	data/Gene/Abstract/OS/S/OsSRO1c
OsSRT1	Os04g0271000	LOC_Os04g20270	data/Gene/Abstract/OS/S/OsSRT1
OsSrx	Os06g0174300	LOC_Os06g07760	data/Gene/Abstract/OS/S/OsSrx
OsSSI|SSS1	Os06g0160700	LOC_Os06g06560	data/Gene/Abstract/OS/S/OsSSI~SSS1
OsSSI2	Os01g0919900	LOC_Os01g69080	data/Gene/Abstract/OS/S/OsSSI2
OsSSIIIa|Flo5	Os08g0191433	LOC_Os08g09230	data/Gene/Abstract/OS/S/OsSSIIIa~Flo5
OsSSIVb	Os05g0533600	LOC_Os05g45720	data/Gene/Abstract/OS/S/OsSSIVb
OsSta2	Os02g0655200	LOC_Os02g43820	data/Gene/Abstract/OS/S/OsSta2
OsSTE1|OsDWF7	Os01g0134500	LOC_Os01g04260	data/Gene/Body/OS/S/OsSTE1~OsDWF7
OsSTK1	Os01g0832900	LOC_Os01g61620	data/Gene/Abstract/OS/S/OsSTK1
OsSTN8	Os05g0480000	LOC_Os05g40180	data/Gene/Abstract/OS/S/OsSTN8
OsSTRL2	Os03g0263600	LOC_Os03g15710	data/Gene/Abstract/OS/S/OsSTRL2
OsSub42|OsSP2	Os04g0543700	LOC_Os04g45960	data/Gene/Abstract/OS/S/OsSub42~OsSP2
OsSUI1|OsPSS	Os01g0118300	LOC_Os01g02890	data/Gene/Abstract/S/SUI1
OsSULTR3;3	Os04g0652400	LOC_Os04g55800	data/Gene/Abstract/OS/S/OsSULTR3;3
OsSUS5	Os04g0309600	LOC_Os04g24430	data/Gene/Abstract/OS/S/OsSUS5
OsSUS7	Os04g0249500	LOC_Os04g17650	data/Gene/Abstract/OS/S/OsSUS7
OsSUT1	Os03g0170900	LOC_Os03g07480	data/Gene/Abstract/OS/S/OsSUT1
OsSUT2|OsSUT2M	Os12g0641400	LOC_Os12g44380	data/Gene/Abstract/OS/S/OsSUT2M
OsSUT3	Os10g0404500	LOC_Os10g26470	data/Gene/Abstract/OS/S/OsSUT3
OsSUT4	Os02g0827200	LOC_Os02g58080	data/Gene/Abstract/OS/S/OsSUT4
OsSUT5|OsSUT5Z	Os02g0576600	LOC_Os02g36700	data/Gene/Abstract/OS/S/OsSUT5Z
OsSUV3|SUV3	Os03g0746500	LOC_Os03g53500	data/Gene/Abstract/OS/S/OsSUV3
OsSWAP70A	Os03g0666200	LOC_Os03g46340	data/Gene/Abstract/S/SWAP70A
OsSWAP70B	Os07g0138100	LOC_Os07g04550	data/Gene/Abstract/S/SWAP70B
OsSWEET15	Os02g0513100	LOC_Os02g30910	data/Gene/Abstract/OS/S/OsSWEET15
OsSWEET4	Os02g0301100	LOC_Os02g19820	data/Gene/Abstract/OS/S/OsSWEET4
OsSWEET5	Os05g0588500	LOC_Os05g51090	data/Gene/Abstract/OS/S/OsSWEET5
OsSWI3C|OsCHB705|CHB705	Os11g0183700	LOC_Os11g08080	data/Gene/Body/OS/S/OsSWI3C~OsCHB705~CHB705
OsSWIB	Os04g0382100	LOC_Os04g31320	data/Gene/Body/OS/S/OsSWIB
OsSWN1	Os06g0131700	LOC_Os06g04090	data/Gene/Abstract/OS/S/OsSWN1
OsSWN2	Os08g0115800	LOC_Os08g02300	data/Gene/Abstract/OS/S/OsSWN2
OsSWN3	Os08g0103900	LOC_Os08g01330	data/Gene/Abstract/OS/S/OsSWN3
OsSWN4	Os10g0532000	LOC_Os10g38834	data/Gene/Abstract/OS/S/OsSWN4
OsSWN5	Os03g0127200	LOC_Os03g03540	data/Gene/Abstract/OS/S/OsSWN5
OsSWN6	Os04g0536500	LOC_Os04g45340	data/Gene/Abstract/OS/S/OsSWN6
OsSWN7	Os06g0104200	LOC_Os06g01480	data/Gene/Abstract/OS/S/OsSWN7
OsSYD|CHR720	None	LOC_Os06g14410	data/Gene/Body/OS/S/OsSYD~CHR720
OsSYP71	Os05g0553700	LOC_Os05g48020	data/Gene/Abstract/OS/S/OsSYP71
OsTAGG1|Os4BGlu13	Os04g0474900	LOC_Os04g39900	data/Gene/Abstract/OS/T/OsTAGG1
OsTAR1	Os05g0169300	LOC_Os05g07720	data/Gene/Abstract/OS/T/OsTAR1
OsTATC	Os01g0501700	LOC_Os01g31680	data/Gene/Abstract/OS/T/OsTATC
OsTB1|FC1|SCM3	Os03g0706500	LOC_Os03g49880	data/Gene/Abstract/OS/T/OsTB1~FC1
OsTBL1	Os12g0106300	LOC_Os12g01560	data/Gene/Abstract/OS/T/OsTBL1
OsTBL2	Os11g0107000	LOC_Os11g01570	data/Gene/Abstract/OS/T/OsTBL2
OsTBP2	Os03g0657000	LOC_Os03g45410	data/Gene/Abstract/OS/T/OsTBP2
OsTCHQD1	Os04g0435500	LOC_Os04g35560	data/Gene/Body/T/TCHQD1
OsTCP19	Os06g0226700	LOC_Os06g12230	data/Gene/Abstract/OS/T/OsTCP19
OsTCP21	Os07g0152000	LOC_Os07g05720	data/Gene/Abstract/OS/T/OsTCP21
OsTCTP	Os11g0660500	LOC_Os11g43900	data/Gene/Abstract/OS/T/OsTCTP
OsTDF1	Os03g0296000	LOC_Os03g18480	data/Gene/Abstract/OS/T/OsTDF1
OsTDL1A|MIL2	Os12g0472500	LOC_Os12g28750	data/Gene/Abstract/OS/T/OsTDL1A~MIL2
OsTDL1B	Os10g0207500	LOC_Os10g14020	data/Gene/Abstract/OS/T/OsTDL1B
OsTEF1	Os02g0134300	LOC_Os02g04160	data/Gene/Abstract/OS/T/OsTEF1
OsTERT	Os12g0293100	LOC_Os12g19549	data/Gene/Abstract/OS/T/OsTERT
OSTF1	Os01g0788800	LOC_Os01g57890	data/Gene/Abstract/OS/T/OSTF1
OsTF1L	Os08g0292000	LOC_Os08g19590	data/Gene/Abstract/OS/T/OsTF1L
OsTFIIB	Os09g0534800	LOC_Os09g36440	data/Gene/Abstract/OS/T/OsTFIIB
OsTFIIF2-1	Os05g0509900	LOC_Os05g43450	data/Gene/Abstract/OS/T/OsTFIIF2-1
OsTFIIF2-2	Os01g0772200	LOC_Os01g56550	data/Gene/Abstract/OS/T/OsTFIIF2-2
OsTFX1|OsbZIP73	Os09g0474000	LOC_Os09g29820	data/Gene/Abstract/OS/T/OsTFX1
OsTGA10	Os09g0489500	LOC_Os09g31390	data/Gene/Abstract/OS/T/OsTGA10
OsTGA912	Os12g0152900	LOC_Os12g05680	data/Gene/Abstract/OS/T/OsTGA912
OsTGAP1|OsbZIP37	Os04g0637000	LOC_Os04g54474	data/Gene/Abstract/OS/T/OsTGAP1~OsbZIP37
OsTHION15	Os06g0517700	LOC_Os06g32600	data/Gene/Abstract/OS/T/OsTHION15
OsTIG	Os06g0308000	LOC_Os06g20320	data/Gene/Body/OS/T/OsTIG
OsTIP3;1	Os10g0492600	LOC_Os10g35050	data/Gene/Abstract/OS/T/OsTIP3;1
OsTIR1	Os05g0150500	LOC_Os05g05800	data/Gene/Abstract/OS/T/OsTIR1
OsTITANIA	Os03g0239200	LOC_Os03g13590	data/Gene/Abstract/OS/T/OsTITANIA
OsTK	Os06g0133800	LOC_Os06g04270	data/Gene/Abstract/OS/T/OsTK
OsTKPR1|OsDFR2|OS-DFR2	Os09g0493500	LOC_Os09g32020	data/Gene/Abstract/OS/T/OsTKPR1~OsDFR2~OS-DFR2
OsTLP27	Os01g0102300	LOC_Os01g01280	data/Gene/Abstract/OS/T/OsTLP27
OsTMK	Os03g0717000	LOC_Os03g50810	data/Gene/Abstract/T/TMK
OsTMT1	Os10g0539900	LOC_Os10g39440	data/Gene/Abstract/OS/T/OsTMT1
OsTMT2	Os02g0229400	LOC_Os02g13560	data/Gene/Abstract/OS/T/OsTMT2
OsTOP1	Os08g0154600	LOC_Os08g05840	data/Gene/Abstract/OS/T/OsTOP1
OsTOP6A3	Os03g0284800	LOC_Os03g17610	data/Gene/Abstract/OS/T/OsTOP6A3
OsTOP6B	Os09g0279600	LOC_Os09g10770	data/Gene/Abstract/OS/T/OsTOP6B
OsTPC1	Os01g0678500	LOC_Os01g48680	data/Gene/Abstract/OS/T/OsTPC1
OsTPKa	Os03g0752300	LOC_Os03g54100	data/Gene/Abstract/OS/T/OsTPKa
OsTPKb	Os07g0108800	LOC_Os07g01810	data/Gene/Abstract/OS/T/OsTPKb
OsTPL|ASP1|OsLIS-L1	Os08g0162100	LOC_Os08g06480	data/Gene/Abstract/OS/L/OsLIS-L1
OsTPP1	Os02g0661100	LOC_Os02g44230	data/Gene/Abstract/OS/T/OsTPP1
OsTPP2	Os06g0222100	LOC_Os06g11840	data/Gene/Abstract/OS/T/OsTPP2
OsTPP7	Os09g0369400	LOC_Os09g20390	data/Gene/Abstract/OS/T/OsTPP7
OsTPS1	Os05g0518600	LOC_Os05g44210	data/Gene/Abstract/OS/T/OsTPS1
OsTPS19	Os04g0340300	LOC_Os04g27190	data/Gene/Abstract/OS/T/OsTPS19
OsTPS20	Os04g0341500	LOC_Os04g27340	data/Gene/Abstract/OS/T/OsTPS20
OsTPS24	Os04g0345400	LOC_Os04g27790	data/Gene/Abstract/OS/T/OsTPS24
OsTPS3	Os01g0730300	LOC_Os01g53000	data/Gene/Abstract/OS/T/OsTPS3
OsTPS8	Os08g0445700	LOC_Os08g34580	data/Gene/Abstract/OS/T/OsTPS8
OsTRBF1	Os01g0589300	LOC_Os01g40670	data/Gene/Abstract/OS/T/OsTRBF1
OsTRBF2	Os12g0613300	LOC_Os12g41920	data/Gene/Abstract/OS/T/OsTRBF2
OsTRBF3	Os01g0708000	LOC_Os01g51154	data/Gene/Abstract/OS/T/OsTRBF3
OsTRE1	Os10g0521000	LOC_Os10g37660	data/Gene/Body/T/TRE1
OsTRM13	Os03g0833200	LOC_Os03g61750	data/Gene/Abstract/OS/T/OsTRM13
OsTrx1|SDG723	Os09g0134500	LOC_Os09g04890	data/Gene/Abstract/OS/T/OsTrx1
OsTrx15	Os04g0629500	LOC_Os04g53740	data/Gene/Body/OS/T/OsTrx15
OsTRX2	Os01g0913000	LOC_Os01g68480	data/Gene/Abstract/OS/T/OsTRX2
OsTrx23|OsTRXh1	Os07g0186000	LOC_Os07g08840	data/Gene/Abstract/OS/T/OsTRXh1
OsTrxh4	Os03g0800700	LOC_Os03g58630	data/Gene/Abstract/OS/T/OsTrxh4
Ostrxm	Os12g0188700	LOC_Os12g08730	data/Gene/Abstract/OS/T/Ostrxm
OsTRXZ	Os08g0378900	LOC_Os08g29110	data/Gene/Abstract/OS/T/OsTRXZ
OsTSA|pOsTSA	Os07g0182100	LOC_Os07g08430	data/Gene/Body/OS/T/OsTSA~pOsTSA
OsTSD2|OsQUA2	Os02g0755000	LOC_Os02g51860	data/Gene/Abstract/OS/T/OsTSD2
OsTT1|OsPAB1	Os03g0387100	LOC_Os03g26970	data/Gene/Abstract/OS/T/OsTT1
Ostub16	Os01g0805900	LOC_Os01g59150	data/Gene/Abstract/OS/T/Ostub16
OsTUB8	Os03g0661300	LOC_Os03g45920	data/Gene/Abstract/OS/T/OsTUB8
OsTubA1	Os03g0726100	LOC_Os03g51600	data/Gene/Abstract/OS/T/OsTubA1
OsTudor-SN	Os02g0523500	LOC_Os02g32350	data/Gene/Abstract/OS/T/OsTudor-SN
OsTVLP1	Os03g0715500	LOC_Os03g50740	data/Gene/Abstract/OS/T/OsTVLP1
OsTZF1	Os05g0195101	LOC_Os05g10670	data/Gene/Abstract/OS/T/OsTZF1
OsU11|U12-31K	Os09g0549500	LOC_Os09g37720	data/Gene/Abstract/OS/U/OsU11~U12-31K
OsUAH	Os12g0597500	LOC_Os12g40550	data/Gene/Abstract/OS/U/OsUAH
OsUAM1	Os03g0599800	LOC_Os03g40270	data/Gene/Body/U/UAM1
OsUAM2	Os04g0660400	LOC_Os04g56520	data/Gene/Body/U/UAM2
OsUAM3	Os07g0604800	LOC_Os07g41360	data/Gene/Body/U/UAM3
OsUAP1|SPL29	Os08g0206900	LOC_Os08g10600	data/Gene/Abstract/OS/U/OsUAP1~SPL29
OsUBC13	Os01g0673600	LOC_Os01g48280	data/Gene/Abstract/OS/U/OsUBC13
OsUBC5a	Os01g0658400	LOC_Os01g46926	data/Gene/Body/U/UBC5A
OsUBC5b	Os02g0261100	LOC_Os02g16040	data/Gene/Abstract/OS/U/OsUBC5b
OsUbDKgamma4	Os02g0290500	LOC_Os02g18840	data/Gene/Abstract/OS/U/OsUbDKgamma4
OsUBI5|UBQ5|OsCCD4b	Os01g0328400	LOC_Os01g22490	data/Gene/Body/U/UBQ5
OsUBP6	Os01g0550100	LOC_Os01g36930	data/Gene/Abstract/OS/U/OsUBP6
OsUCL8	Os03g0709100	LOC_Os03g50140	data/Gene/Abstract/OS/U/OsUCL8
OsUCP2	Os11g0707800	LOC_Os11g48040	data/Gene/Abstract/OS/U/OsUCP2
OsUgp1|Ugp1|UGPase1	Os09g0553200	LOC_Os09g38030	data/Gene/Abstract/U/UGPase1
OsUgp2|Ugp2	Os02g0117700	LOC_Os02g02560	data/Gene/Abstract/OS/U/OsUgp2~Ugp2
OsUGT1	Os04g0692000	LOC_Os04g59550	data/Gene/Abstract/OS/U/OsUGT1
OsUGT2	Os08g0104900	LOC_Os08g01410	data/Gene/Abstract/OS/U/OsUGT2
OsUGT3	Os07g0581000	LOC_Os07g39280	data/Gene/Abstract/OS/U/OsUGT3
OsUGT4	Os06g0593100	LOC_Os06g39260	data/Gene/Abstract/OS/U/OsUGT4
OsULT1	Os01g0780800	LOC_Os01g57240	data/Gene/Abstract/OS/U/OsULT1
OsUPS	Os03g0240600	LOC_Os03g13740	data/Gene/Abstract/OS/U/OsUPS
OsUPS1	Os12g0503000	LOC_Os12g31860	data/Gene/Abstract/OS/U/OsUPS1
OsUsp1	Os07g0673400	LOC_Os07g47620	data/Gene/Abstract/OS/U/OsUsp1
OsV4	Os04g0475500	LOC_Os04g39970	data/Gene/Abstract/OS/V/OsV4
OsV5B	Os08g0416900	LOC_Os08g32130	data/Gene/Abstract/OS/V/OsV5B
OsVAL2	Os07g0679700	LOC_Os07g48200	data/Gene/Abstract/OS/V/OsVAL2
OsVAMP714	Os10g0154000	LOC_Os10g06540	data/Gene/Abstract/OS/V/OsVAMP714
OsVHA	None	None	data/Gene/Abstract/OS/V/OsVHA
OsVIL1	Os08g0220600	LOC_Os08g12430	data/Gene/Abstract/OS/V/OsVIL1
OsVIL2	Os12g0533500	LOC_Os12g34850	data/Gene/Abstract/OS/V/OsVIL2
OsVIL4	Os05g0145400	LOC_Os05g05310	data/Gene/Body/OS/V/OsVIL4
OsVIT1	Os04g0463400	LOC_Os04g38940	data/Gene/Abstract/OS/V/OsVIT1
OsVIT2	Os09g0396900	LOC_Os09g23300	data/Gene/Abstract/OS/V/OsVIT2
OsVOZ2	Os05g0515700	LOC_Os05g43950	data/Gene/Abstract/OS/V/OsVOZ2
OSVP1|VP1	Os01g0911700	LOC_Os01g68370	data/Gene/Abstract/OS/V/OSVP1~VP1
OsVPE2	Os01g0559600	LOC_Os01g37910	data/Gene/Abstract/OS/V/OsVPE2
OsVPE3|REP-2	Os02g0644000	LOC_Os02g43010	data/Gene/Abstract/R/REP-2
OsVPE4	Os05g0593900	LOC_Os05g51570	data/Gene/Abstract/OS/V/OsVPE4
OsVPS2	Os03g0639800	LOC_Os03g43860	data/Gene/Abstract/OS/V/OsVPS2
OsVPS22	Os09g0529700	LOC_Os09g36020	data/Gene/Abstract/OS/V/OsVPS22
OsVTC1-3|OsMPG3	Os03g0268400	LOC_Os03g16150	data/Gene/Abstract/OS/V/OsVTC1-3
OsVTC1-8	Os08g0237200	LOC_Os08g13930	data/Gene/Abstract/OS/V/OsVTC1-8
OsVTE1	Os02g0276500	LOC_Os02g17650	data/Gene/Abstract/OS/V/OsVTE1
OsWAK1	Os11g0690066	None	data/Gene/Abstract/OS/W/OsWAK1
OsWAK112d	Os10g0180800	LOC_Os10g10130	data/Gene/Abstract/OS/W/OsWAK112d
